"first_index","second_index","first_sample_id","first_split","first_class","second_sample_id","second_split","second_class","hamming_distance","pixel_correlation","mask_iou","transform","full_pixel_correlation","full_image_mae","full_image_rmse","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate","full_image_psnr","full_image_mismatch_pixels"
"2634","2762","Meningioma__enh_2005","train","Meningioma","Meningioma__enh_2190","train","Meningioma","10","0.999926","0.8","flip_h","0.999753219","0.785885","1.126455","0.837017995","317","False","47.096523","157302"
"2643","2784","Meningioma__enh_2016","train","Meningioma","Meningioma__enh_2217","train","Meningioma","11","0.99992","0.885714","flip_h","0.999751582","0.753048","1.088508","0.917234664","170","True","47.394174","153641"
"2654","2770","Meningioma__enh_2040","train","Meningioma","Meningioma__enh_2200","train","Meningioma","12","0.999941","0.932584","flip_h","0.999795644","0.795227","1.131664","0.96525838","199","True","47.056457","159841"
"2656","2799","Meningioma__enh_2043","train","Meningioma","Meningioma__enh_2236","train","Meningioma","11","0.999923","0","flip_h","0.99976256","0.783283","1.105709","0.012943163","1754","False","47.257990","161421"
"2658","5119","Meningioma__enh_2046","train","Meningioma","Meningioma__enh_987","val","Meningioma","7","0.999923","0.730769","flip_h","0.99975464","0.801075","1.135999","0.821451104","283","False","47.023247","161088"
"2664","2805","Meningioma__enh_2054","train","Meningioma","Meningioma__enh_2244","train","Meningioma","9","0.999932","0.918919","flip_h","0.999784555","0.778065","1.0961","0.877525773","297","False","47.333800","159877"
"2666","2807","Meningioma__enh_2058","train","Meningioma","Meningioma__enh_2247","train","Meningioma","12","0.999919","0.75","flip_h","0.999739862","0.796692","1.12772","0.748415623","1707","False","47.086781","160351"
"2667","6302","Meningioma__enh_2059","train","Meningioma","Meningioma__enh_2248","test","Meningioma","8","0.999913","0.931034","flip_h","0.999702848","0.804562","1.152792","0.92266048","300","True","46.895783","157919"
"2678","6303","Meningioma__enh_2071","train","Meningioma","Meningioma__enh_2256","test","Meningioma","11","0.999938","0.943662","flip_h","0.999771501","0.811836","1.16258","0.927191679","343","True","46.822344","158701"
"2679","2815","Meningioma__enh_2074","train","Meningioma","Meningioma__enh_2258","train","Meningioma","9","0.999907","0.960784","flip_h","0.999699192","0.810989","1.139996","0.960907039","381","True","46.992736","163227"
"2686","2821","Meningioma__enh_2087","train","Meningioma","Meningioma__enh_2267","train","Meningioma","12","0.999901","0.892857","flip_h","0.999650267","0.829239","1.172376","0.893611033","378","False","46.749464","163014"
"2692","6243","Meningioma__enh_2100","train","Meningioma","Meningioma__enh_1849","test","Meningioma","11","0.999925","0.92","flip_h","0.999730011","0.763905","1.107983","0.928867813","120","True","47.240140","152467"
"2703","6246","Meningioma__enh_2112","train","Meningioma","Meningioma__enh_1865","test","Meningioma","8","0.999915","0.91954","flip_h","0.999713862","0.81398","1.171439","0.939767913","327","True","46.756412","159188"
"2704","5242","Meningioma__enh_2113","train","Meningioma","Meningioma__enh_1866","val","Meningioma","8","0.999903","0.978261","flip_h","0.999673865","0.832832","1.176631","0.972273567","165","True","46.717998","163649"
"2715","5248","Meningioma__enh_2127","train","Meningioma","Meningioma__enh_1919","val","Meningioma","12","0.999919","0.918367","flip_h","0.999734968","0.818733","1.145191","0.926620599","223","True","46.953245","164936"
"2755","6262","Meningioma__enh_2182","train","Meningioma","Meningioma__enh_1995","test","Meningioma","7","0.999886","0.954545","flip_h","0.999661396","0.785561","1.104133","0.886687307","183","False","47.270380","161601"
"2763","6266","Meningioma__enh_2191","train","Meningioma","Meningioma__enh_2006","test","Meningioma","10","0.999921","0.758621","flip_h","0.999745394","0.746181","1.097279","0.879804759","197","False","47.324461","150174"
"2769","6273","Meningioma__enh_2199","train","Meningioma","Meningioma__enh_2029","test","Meningioma","10","0.99994","0.95122","flip_h","0.999800415","0.774715","1.099273","0.94943927","266","True","47.308694","158899"
"2778","5250","Meningioma__enh_2210","train","Meningioma","Meningioma__enh_1938","val","Meningioma","10","0.999903","0.916667","flip_h","0.999687403","0.802322","1.142336","0.907032181","78","True","46.974926","160199"
"2795","5261","Meningioma__enh_2230","train","Meningioma","Meningioma__enh_2033","val","Meningioma","11","0.9999","0.801802","flip_h","0.999678666","0.779842","1.111586","0.837586009","1133","False","47.211946","157877"
"2806","6277","Meningioma__enh_2246","train","Meningioma","Meningioma__enh_2056","test","Meningioma","11","0.999938","0.827957","flip_h","0.999789941","0.796967","1.128531","0.827498732","1020","False","47.080533","160411"
"2818","6280","Meningioma__enh_2263","train","Meningioma","Meningioma__enh_2080","test","Meningioma","12","0.999934","0.916667","flip_h","0.999783145","0.798321","1.124652","0.933995585","299","True","47.110437","162495"
"2823","5275","Meningioma__enh_2271","train","Meningioma","Meningioma__enh_2090","val","Meningioma","12","0.999947","0.932584","flip_h","0.99982104","0.79084","1.119773","0.965742251","189","True","47.148206","160735"
"2836","6247","Meningioma__enh_2289","train","Meningioma","Meningioma__enh_1894","test","Meningioma","10","0.999928","0.935065","flip_h","0.999777722","0.73103","1.06417","0.947722024","249","True","47.590584","150456"
"2856","4497","Pituitary tumor__enh_23","train","Pituitary tumor","Pituitary tumor__enh_2361","train","Pituitary tumor","10","0.971588","0.909091","identity","","","","","","","17.240838","259741"
"2856","4560","Pituitary tumor__enh_23","train","Pituitary tumor","Pituitary tumor__enh_2452","train","Pituitary tumor","9","0.97153","0.769231","flip_h","","","","","","","17.143173","259963"
"2872","4509","Pituitary tumor__enh_45","train","Pituitary tumor","Pituitary tumor__enh_2377","train","Pituitary tumor","11","0.9641","0.96","identity","","","","","","","15.674758","259848"
"2873","3661","Pituitary tumor__enh_46","train","Pituitary tumor","Pituitary tumor__enh_1157","train","Pituitary tumor","12","0.966507","0.833333","flip_h","","","","","","","16.182924","260187"
"2873","4510","Pituitary tumor__enh_46","train","Pituitary tumor","Pituitary tumor__enh_2378","train","Pituitary tumor","12","0.966642","0.9375","identity","","","","","","","16.268475","260045"
"2897","3903","Pituitary tumor__enh_84","train","Pituitary tumor","Pituitary tumor__enh_1498","train","Pituitary tumor","12","0.988171","0.896552","flip_h","0.975014027","27.132633","37.851485","0.916382253","147","False","16.569145","260934"
"2897","6447","Pituitary tumor__enh_84","train","Pituitary tumor","Pituitary tumor__enh_923","test","Pituitary tumor","12","0.988308","0.896552","identity","0.975151466","26.803505","37.51485","0.935125658","111","False","16.646739","260784"
"2898","6535","Pituitary tumor__enh_85","train","Pituitary tumor","Pituitary tumor__enh_1499","test","Pituitary tumor","11","0.987069","0.652174","flip_h","0.972818792","27.673237","38.23956","0.826185102","231","False","16.480546","260949"
"2990","3504","Pituitary tumor__enh_221","train","Pituitary tumor","Pituitary tumor__enh_947","train","Pituitary tumor","9","0.992537","0.421053","identity","0.979914137","22.163017","31.991334","0.397496763","1396","False","18.030157","260270"
"2990","5525","Pituitary tumor__enh_221","train","Pituitary tumor","Pituitary tumor__enh_1598","val","Pituitary tumor","11","0.992474","0.326087","flip_h","0.979905801","22.472126","32.31719","0.369467367","1681","False","17.942132","260538"
"3062","5453","Pituitary tumor__enh_329","train","Pituitary tumor","Pituitary tumor__enh_1087","val","Pituitary tumor","11","0.978344","0.126126","flip_h","","","","","","","15.277788","260882"
"3062","6595","Pituitary tumor__enh_329","train","Pituitary tumor","Pituitary tumor__enh_1885","test","Pituitary tumor","12","0.978414","0.185185","identity","","","","","","","15.355936","260667"
"3102","6471","Pituitary tumor__enh_386","train","Pituitary tumor","Pituitary tumor__enh_1101","test","Pituitary tumor","11","0.980957","0.6","flip_h","0.964541337","33.26075","41.481955","0.700471698","127","False","15.773619","260469"
"3201","4605","Pituitary tumor__enh_526","train","Pituitary tumor","Pituitary tumor__enh_2527","train","Pituitary tumor","12","0.965634","0.833333","flip_h","","","","","","","15.748081","260169"
"3201","6657","Pituitary tumor__enh_526","train","Pituitary tumor","Pituitary tumor__enh_2290","test","Pituitary tumor","11","0.965656","0.869565","identity","","","","","","","15.835015","259741"
"3215","4457","Pituitary tumor__enh_547","train","Pituitary tumor","Pituitary tumor__enh_2306","train","Pituitary tumor","12","0.973271","0.8","identity","","","","","","","18.080048","259097"
"3245","6694","Pituitary tumor__enh_585","train","Pituitary tumor","Pituitary tumor__enh_2567","test","Pituitary tumor","12","0.958489","0.824561","flip_h","","","","","","","15.560693","260590"
"3305","4402","Pituitary tumor__enh_665","train","Pituitary tumor","Pituitary tumor__enh_2226","train","Pituitary tumor","11","0.971454","0.594595","identity","","","","","","","16.518488","259272"
"3305","5690","Pituitary tumor__enh_665","train","Pituitary tumor","Pituitary tumor__enh_2621","val","Pituitary tumor","12","0.971449","0.560976","flip_h","","","","","","","16.430966","259808"
"3485","3847","Pituitary tumor__enh_922","train","Pituitary tumor","Pituitary tumor__enh_1424","train","Pituitary tumor","4","0.999943","0.827586","flip_h","0.999753411","0.681961","1.119517","0.780225989","389","False","47.150188","125188"
"3491","6542","Pituitary tumor__enh_930","train","Pituitary tumor","Pituitary tumor__enh_1523","test","Pituitary tumor","10","0.999936","0.92","flip_h","0.999783985","0.628922","1.033216","0.9029971","301","True","47.846981","122385"
"3492","6455","Pituitary tumor__enh_932","train","Pituitary tumor","Pituitary tumor__enh_1006","test","Pituitary tumor","10","0.999937","0.857143","flip_h","0.999800185","0.618858","1.016871","0.902728351","82","True","47.985484","121206"
"3493","3926","Pituitary tumor__enh_933","train","Pituitary tumor","Pituitary tumor__enh_1533","train","Pituitary tumor","8","0.99993","0.472222","flip_h","0.999765827","0.627228","1.034854","0.537592351","1064","False","47.833222","121919"
"3496","3561","Pituitary tumor__enh_937","train","Pituitary tumor","Pituitary tumor__enh_1015","train","Pituitary tumor","5","0.999935","0.911392","flip_h","0.999760651","0.640175","1.054528","0.949574601","243","True","47.669638","122060"
"3497","6457","Pituitary tumor__enh_938","train","Pituitary tumor","Pituitary tumor__enh_1016","test","Pituitary tumor","5","0.999953","0.95614","flip_h","0.999821477","0.626213","1.03671","0.972563077","199","True","47.817656","120345"
"3498","5516","Pituitary tumor__enh_939","train","Pituitary tumor","Pituitary tumor__enh_1564","val","Pituitary tumor","10","0.999891","0.743243","flip_h","0.999606695","0.80558","1.172799","0.743519494","1217","False","46.746331","154664"
"3499","5518","Pituitary tumor__enh_940","train","Pituitary tumor","Pituitary tumor__enh_1572","val","Pituitary tumor","9","0.999912","0.875","flip_h","0.999682925","0.791985","1.155009","0.890374332","205","False","46.879097","153391"
"3500","3956","Pituitary tumor__enh_942","train","Pituitary tumor","Pituitary tumor__enh_1578","train","Pituitary tumor","11","0.999943","0.696429","flip_h","0.99980219","0.583317","0.983501","0.726301736","1025","False","48.275310","115342"
"3501","6550","Pituitary tumor__enh_943","train","Pituitary tumor","Pituitary tumor__enh_1581","test","Pituitary tumor","7","0.999887","0.388889","flip_h","0.999572541","0.794823","1.163627","0.354746318","1577","False","46.814531","152740"
"3503","3570","Pituitary tumor__enh_946","train","Pituitary tumor","Pituitary tumor__enh_1028","train","Pituitary tumor","9","0.999947","0.972222","flip_h","0.999797348","0.662441","1.083393","0.946320346","124","True","47.435083","125083"
"3504","5525","Pituitary tumor__enh_947","train","Pituitary tumor","Pituitary tumor__enh_1598","val","Pituitary tumor","4","0.999933","0.723404","flip_h","0.999725442","0.664295","1.094975","0.797378277","541","False","47.342718","123664"
"3505","3971","Pituitary tumor__enh_948","train","Pituitary tumor","Pituitary tumor__enh_1602","train","Pituitary tumor","12","0.999942","0.647059","flip_h","0.999774475","0.661541","1.077355","0.809049774","211","False","47.483626","125217"
"3506","3574","Pituitary tumor__enh_950","train","Pituitary tumor","Pituitary tumor__enh_1033","train","Pituitary tumor","10","0.999905","0.428571","flip_h","0.999636288","0.828693","1.193411","0.443932412","724","False","46.595006","158120"
"3507","3575","Pituitary tumor__enh_951","train","Pituitary tumor","Pituitary tumor__enh_1034","train","Pituitary tumor","8","0.999916","0.65625","flip_h","0.999693803","0.641521","1.055983","0.669665167","661","False","47.657662","122492"
"3508","3576","Pituitary tumor__enh_952","train","Pituitary tumor","Pituitary tumor__enh_1035","train","Pituitary tumor","4","0.999925","0.944444","flip_h","0.999732216","0.643276","1.04735","0.902008032","122","True","47.728963","123821"
"3509","3577","Pituitary tumor__enh_953","train","Pituitary tumor","Pituitary tumor__enh_1036","train","Pituitary tumor","5","0.999943","0.875","flip_h","0.999809268","0.620804","1.01265","0.915570934","122","True","48.021619","122961"
"3510","3984","Pituitary tumor__enh_954","train","Pituitary tumor","Pituitary tumor__enh_1621","train","Pituitary tumor","8","0.999937","0.916667","flip_h","0.999798157","0.624859","1.016483","0.941409343","222","True","47.988802","124615"
"3511","3987","Pituitary tumor__enh_955","train","Pituitary tumor","Pituitary tumor__enh_1625","train","Pituitary tumor","10","0.999928","0.786667","flip_h","0.999737521","0.779846","1.14583","0.768084647","1074","False","46.948397","151141"
"3512","5529","Pituitary tumor__enh_956","train","Pituitary tumor","Pituitary tumor__enh_1629","val","Pituitary tumor","10","0.999895","0.92","flip_h","0.999643614","0.6129","1.022546","0.942857143","92","True","47.937144","118866"
"3515","3855","Pituitary tumor__enh_959","train","Pituitary tumor","Pituitary tumor__enh_1435","train","Pituitary tumor","11","0.999913","0.83871","flip_h","0.999691227","0.813156","1.177862","0.86244321","545","False","46.708913","156310"
